,Running Time (minutes),release_day,release_month,release_year,Domestic Distributor etc,Walt Disney Studios Motion Pictures,Warner Bros.,Lionsgate Films,Universal Pictures,Well Go USA Entertainment,Sony Pictures Classics,Sony Pictures Releasing,Focus Features,Paramount Pictures,China Lion Film Distribution,Twentieth Century Fox,The Weinstein Company,CJ Entertainment,Miramax,Fox Searchlight,A24,New Line Cinema,Yash Raj Films,Fathom Events,Screen Gems,Genres etc,Drama,Comedy,Action,Thriller,Adventure,Romance,Fantasy,Crime,Family,Mystery,Animation,Sci-Fi,Horror,Biography,History,Music,War,Sport,Musical,Documentary,log_worldwide,original_title_letter_count,original_title_word_count
863,0.028635925216624745,3,10,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.039661188649525,0.01388753609873322,0.007539925943211076
864,0.018580562163458804,1,12,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,17.977470247463934,0.04166260829619966,0.04523955565926646
865,0.028417330367642876,0,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17.97559193870378,0.02083130414809983,0.015079851886422153
866,0.023171053992078038,4,2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17.96519735985407,0.016665043318479865,0.015079851886422153
867,0.026231381877824193,3,7,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17.96443578856749,0.011110028878986577,0.015079851886422153
868,0.026231381877824193,3,7,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18.308987899128443,0.011110028878986577,0.015079851886422153
869,0.03060327885746156,3,9,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.935509627731005,0.02083130414809983,0.02261977782963323
870,0.024482623085969248,3,2,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.872926145659584,0.008332521659239932,0.007539925943211076
871,0.02185948489818683,4,12,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.793258305691396,0.023608811367846476,0.02261977782963323
872,0.02426402823698738,4,3,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.788499679834104,0.06527141966404613,0.04523955565926646
873,0.024919812783932984,2,12,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.750616549521585,0.08749147742201929,0.08293918537532184
874,0.018580562163458804,5,3,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,17.736718690660897,0.04027385468632634,0.04523955565926646
875,0.026449976726806063,3,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.706776600462817,0.02083130414809983,0.02261977782963323
876,0.020110726106331883,3,1,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.672878561635255,0.019442550538226508,0.015079851886422153
877,0.024701217934951118,3,8,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.67180810355978,0.019442550538226508,0.02261977782963323
878,0.026449976726806063,5,9,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.431016954424045,0.029163825807339762,0.030159703772844305
879,0.022078079747168695,3,1,2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.383958328097666,0.018053796928353186,0.02261977782963323
880,0.022078079747168695,3,1,2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18.629359551447806,0.018053796928353186,0.02261977782963323
881,0.022733864294114302,2,11,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.310056196117213,0.02638631858759312,0.02261977782963323
882,0.028417330367642876,4,4,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.300226875135756,0.004166260829619966,0.007539925943211076
883,0.01639461367364012,2,7,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.291136517523494,0.03610759385670637,0.03769962971605538
884,0.02951030461255222,3,2,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.270899616309705,0.012498782488859899,0.015079851886422153
885,0.022078079747168695,4,4,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.238633703628807,0.02777507219746644,0.02261977782963323
886,0.02164089004920496,3,10,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.18762019675233,0.01388753609873322,0.015079851886422153
887,0.029947494310515955,1,12,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.171505915376645,0.015276289708606543,0.015079851886422153
888,0.021203700351241223,4,2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.159380052603183,0.022220057757973154,0.03769962971605538
889,0.030821873706443428,3,11,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17.147207403585345,0.04027385468632634,0.03769962971605538
890,0.018580562163458804,4,10,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17.118263305883236,0.008332521659239932,0.007539925943211076
891,0.020766510653277486,3,8,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.107468875075647,0.015276289708606543,0.015079851886422153
892,0.022515269445132432,4,7,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.091708465500172,0.022220057757973154,0.030159703772844305
893,0.02032932095531375,2,9,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.04587505458478,0.015276289708606543,0.015079851886422153
894,0.023389648841059905,1,4,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.021355528836306,0.011110028878986577,0.015079851886422153
895,0.029947494310515955,5,11,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,17.011506053065105,0.043051361906072984,0.04523955565926646
896,0.030821873706443428,1,5,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.00933889728214,0.022220057757973154,0.02261977782963323
897,0.02535700248189672,3,12,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17.000824883677208,0.02083130414809983,0.02261977782963323
898,0.03694252947793574,2,12,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.740126463347877,0.04582886912581963,0.03769962971605538
899,0.024919812783932984,3,10,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.10421796137748,0.019442550538226508,0.015079851886422153
900,0.02295245914309617,2,12,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.10255152421757,0.022220057757973154,0.02261977782963323
901,0.027542950971715403,1,2,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,18.731713846548264,0.019442550538226508,0.02261977782963323
902,0.03759831402488135,4,10,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18.686752504079443,0.015276289708606543,0.015079851886422153
903,0.020766510653277486,3,2,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18.674981035658632,0.024997564977719797,0.030159703772844305
